"año","rol_establecimiento","id_vu","nombre_establecimiento","razon_social","rut_razon_social","ciiu4","ciiu6","region","rubro_vu","cantidad_toneladas","tratamiento_nivel_3","tratamiento_nivel_1","capitulo_ler","subcapitulo_ler","nombre_ler","nombre_establecimiento_trazabilidad","razon_social_trazabilidad","comuna_trazabilidad","id_comuna_trazabilidad","region_trazabilidad","rut","entrada_salida","capitulo ler","rut_razon_social_trazabilidad","tratamiento_nivel_2","categoria_residuo","rubro_vu_limpio"
2019,"Generador Industrial",4586344,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, OSORNO","EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A","96579800-5","Captación, tratamiento y distribución de agua","Captación, tratamiento y distribución de agua","Los Lagos","Captación, tratamiento y distribución de agua",1336.25,"Vertedero","Eliminación","Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial","Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría","Residuos de cribado","CACHILLAHUE","SOC DE INVERSIONES TRESOL LIMITADA","La Unión",14201,"Los Ríos",NA,NA,NA,NA,NA,"Otros","Gestión Ambiental y Residuos"
2019,"Generador Industrial",4588747,"BODEGA LA FARFANA","SODIMAC S.A.","96792430-K","Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de gasfitería y calefacción","Venta al por mayor de madera en bruto y productos primarios de la elaboración de madera","Metropolitana de Santiago","Comercio mayorista",1334.95,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","RELLENO SANITARIO LOMA LOS COLORADOS","K D M  S.A.","Tiltil",13303,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5466679,"COMERCIALIZADORA DE FIERROS CARRASCAL SA","COMERCIALIZADORA DE FIERROS CARRASCAL S.A.","76022783-8","Otras industrias manufactureras n.c.p.","Otras industrias manufactureras n.c.p.","Metropolitana de Santiago","Industria manufacturera",1330,"Reciclaje de metales","Valorización","Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos","Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos","Residuos no especificados en otra categoría","ACEROS CHILE SA","ACEROS CHILE S A","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5457981,"FAENADORA LO MIRANDA","FAENADORA LO MIRANDA LIMITADA","78408440-K","Elaboración y conservación de carne","Explotación de mataderos de aves y de otros tipos de animales n.c.p.","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",1327.65,"Relleno sanitario","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Residuos no especificados en otra categoría","CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE","ECOMAULE S A","Río Claro",7108,"Maule",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5472268,"HOTEL HOLANDA","HOLANDA BNV SPA","76532692-3","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",1323,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",4803699,"DIVISIÓN RADOMIRO TOMIC","CORP NACIONAL DEL COBRE DE CHILE","61704000-K","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Antofagasta","Minería",1320.91,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ILUSTRE MUNICIPALIDAD DE CALAMA","I MUNICIPALIDAD DE CALAMA","Calama",2201,"Antofagasta",NA,NA,NA,NA,NA,"Residuos municipales","Minería"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",1320,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5467533,"ALTO SACRAMENTO","SINERGIA INMOBILIARIA S.A.","96787990-8","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",1318.8,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",4605,"LOS GLACIARES","LOS GLACIARES S A","99553930-6","Elaboración de aceites y grasas de origen vegetal y animal","Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla)","Los Lagos","Industria manufacturera",1317.4,"Relleno sanitario","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Materiales inadecuados para el consumo o la elaboración","PLANTA COPIULEMU","HIDRONOR CHILE S.A","Florida",8104,"Biobío",NA,NA,NA,NA,NA,"Residuos inadecuados para consumo","Industria y Manufactura"
2019,"Generador Industrial",5472379,"VIÑA DEL PEDREGAL S.A","VINA DEL PEDREGAL S.A.","96554560-3","Cultivo de uva","Cultivo de uva destinada a la producción de pisco y aguardiente","Maule","Producción agropecuaria",1315.81,"Pretratamiento de Residuos Agroalimentarios","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos no especificados en otra categoría","DISTRIBUIDORA INDUSTRIAL DISA S.A.","DISTRIBUIDORA INDUSTRIAL DISA S A","Villa Alegre",7407,"Maule",NA,NA,NA,NA,NA,"Otros","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5442452,"ESCO ELECMETAL COLINA","ESCO ELECMETAL FUNDICION LIMITADA","76902190-6","Fundición de hierro y acero","Fundición de hierro y acero","Metropolitana de Santiago","Industria manufacturera",1312.96,"Relleno sanitario","Eliminación","Residuos no especificados en otro capítulo de la lista","Residuos de revestimientos de hornos y refractarios","Otros revestimientos y refractarios procedentes de procesos metalúrgicos, distintos de los especificados en el código 16 11 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",5453475,"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO","CRISTALERIAS TORO SPA","93372000-4","Recuperación de materiales","Recuperación y reciclamiento de papel","Metropolitana de Santiago","Gestores de residuos",1312.02,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Gestión Ambiental y Residuos"
2019,"Generador Industrial",5473328,"BARRIO PARQUE SANTIAGO TORRE 7","INMOBILIARIA RENTAS ORIENTE DOS SPA","76264574-2","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Metropolitana de Santiago","Actividades inmobiliarias",1312,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",1310,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",1310,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5466900,"LOS ESTANQUES","ALMAGRO S A","88452300-1","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",1307,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",386175,"CENTINELA SULFUROS","MINERA CENTINELA","76727040-2","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Antofagasta","Minería",1305.17,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","CENTINELA SULFUROS","MINERA CENTINELA","Sierra Gorda",2103,"Antofagasta",NA,NA,NA,NA,NA,"Residuos municipales","Minería"
2019,"Generador Industrial",321245,"DEPOSITO LA REINA","EXPRESS DE SANTIAGO UNO S A","99577390-2","Transporte urbano y suburbano de pasajeros por vía terrestre","Transporte urbano y suburbano de pasajeros vía locomoción colectiva","Metropolitana de Santiago","Transporte de pasajeros",1304.3,"Pretratamiento de Metales","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Metales","LO SIERRA","SOCIEDAD COMERCIAL DE TRANSPORTES Y COMPRAVENTA PECH LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Transporte y Logística"
2019,"Generador Industrial",2508,"PLANTA LONTUE","VINA CONCHA Y TORO S A","90227000-0","Elaboración de vinos","Elaboración de vinos","Maule","Industria manufacturera",1304.23,"Degradación Anaeróbica","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Lodos del tratamiento in situ de efluentes","PLANTA MOLINA","BIO ENERGIA MOLINA SPA","Molina",7304,"Maule",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",4587552,"TRIO S.A.","TRIO S A","79918390-0","Elaboración de aceites y grasas de origen vegetal y animal","Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla)","Metropolitana de Santiago","Industria manufacturera",1302.41,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Otras fracciones no especificadas en otra categoría","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",1300,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5460565,"PLANTEL DE CERDOS AGUAS CLARAS","AGRICOLA AASA LIMITADA","79580160-K","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Valparaíso","Producción agropecuaria",1300,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5441923,"CENTRAL TERMOELECTRICA BOCAMINA U1","ENEL GENERACION CHILE S.A.","91081000-6","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Biobío","Termoeléctricas",1298,"Relleno sanitario","Eliminación","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","PLANTA COPIULEMU","HIDRONOR CHILE S.A","Florida",8104,"Biobío",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",5440322,"MINERA ANTUCOYA","MINERA ANTUCOYA","76079669-7","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Antofagasta","Minería",1291.2,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos municipales","Minería"
2019,"Generador Industrial",5461558,"PLANTA DE PROCESO","MULTI X S.A.","79891160-0","Venta al por mayor de alimentos, bebidas y tabaco","Venta al por mayor de carne y productos cárnicos","Los Lagos","Comercio mayorista",1287,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Lodos del tratamiento in situ de efluentes","PLANTA RILESUR","RESIDUOS INDUSTRIALES DEL SUR LTDA","Paillaco",14107,"Los Ríos",NA,NA,NA,NA,NA,"Lodos","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5464613,"CASA MATRIZ (PLANTA LAMPA","TECNO FAST S.A.","76320186-4","Otras actividades especializadas de construcción","Otras actividades especializadas de construcción","Metropolitana de Santiago","Construcción",1286.68,"Relleno sanitario","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Construcción"
2019,"Generador Industrial",5461657,"CHILEMPACK SA","CHILEMPACK S A","96606250-9","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Metropolitana de Santiago","Industria del papel y celulosa",1286,"Pretratamiento de Papel y Cartón","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos procedentes de la clasificación de papel y cartón destinados al reciclado","SOREPA ANTOFAGASTA","SOC RECUPERADORA DE PAPEL SPA","Antofagasta",2101,"Antofagasta",NA,NA,NA,NA,NA,"Papel y cartón","Industria y Manufactura"
2019,"Generador Industrial",9897,"CLINICA INDISA","INSTITUTO DE DIAGNOSTICO S A","92051000-0","Actividades de hospitales públicos y privados","Actividades de hospitales y clínicas privadas","Metropolitana de Santiago","Servicios de salud",1283,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO LOS ANGELES","K D M  S.A.","Los Angeles",8301,"Biobío",NA,NA,NA,NA,NA,"Residuos municipales","Salud y Educación"
2019,"Generador Industrial",2396,"PLANTA CONSTITUCION","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Maule","Industria del papel y celulosa",1281.94,"Relleno sanitario","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Lodos del tratamiento in situ de efluentes, distintos de los especificados en el código 03 03 10","ECOBIO","ECOBIO SPA","Chillán Viejo",16103,"Ñuble",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5459689,"VIÑA SANTA CAROLINA","VINA SANTA CAROLINA S.A.","96644340-5","Elaboración de vinos","Elaboración de vinos","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",1279,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos de lavado, limpieza y reducción mecánica de materias primas","VINICAS","INDUSTRIAS VINICAS S A","Curicó",7301,"Maule",NA,NA,NA,NA,NA,"Residuos limpieza","Industria y Manufactura"
2019,"Generador Industrial",83036,"ANDINA PLANTA RENCA","EMBOTELLADORA ANDINA S A","91144000-8","Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas","Elaboración de bebidas no alcohólicas","Metropolitana de Santiago","Industria manufacturera",1278.99,"Pretratamiento de plásticos","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Plásticos","PLANTA ENFAENA","ENFAENA S.A.","La Pintana",13112,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Plásticos","Industria y Manufactura"
2019,"Generador Industrial",5476439,"PERU PLAZA I_II","LATAKIA S.A","76379058-4","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",1278,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","INVERSIONES CORMI LIMITADA","INVERSIONES CORMI LIMITADA","Pudahuel",13124,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5440323,"SIERRA GORDA SCM","SIERRA GORDA S.C.M.","76081590-K","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Antofagasta","Minería",1273.72,"Relleno sanitario","Eliminación","Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales","Residuos de la transformación física y química de minerales metálicos","Residuos no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otros","Minería"
2019,"Generador Industrial",89099,"GASCO GLP S.A.","GASCO GLP S A","96568740-8","Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos","Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos","Metropolitana de Santiago","Comercio mayorista",1270.64,"Reciclaje de metales","Valorización","Residuos de la construcción y demolición","Metales (incluidas sus aleaciones)","Metales mezclados","PLANTA COLINA","ACEROS AZA S.A.","Colina",13301,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",1270,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5300,"HOSPITAL BARROS LUCO TRUDEAU","SERVICIO DE SALUD METROPOLITANO SUR HOSP","61608101-2","Actividades de hospitales públicos y privados","Actividades de hospitales y clínicas públicas","Metropolitana de Santiago","Servicios de salud",1268.03,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Salud y Educación"
2019,"Generador Industrial",5461657,"CHILEMPACK SA","CHILEMPACK S A","96606250-9","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Metropolitana de Santiago","Industria del papel y celulosa",1266.5,"Pretratamiento de Papel y Cartón","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos procedentes de la clasificación de papel y cartón destinados al reciclado","SOREPA CARLOS VALDOVINOS","SOC RECUPERADORA DE PAPEL SPA","San Joaquín",13129,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Papel y cartón","Industria y Manufactura"
2019,"Generador Industrial",5442669,"PISCICULTURA LOS TAMBORES","SALMONES ANTARTICA S A","86100500-3","Acuicultura de agua dulce","Acuicultura de agua dulce","Los Ríos","Pesca y acuicultura",1266,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Lodos del tratamiento in situ de efluentes","PLANTA RILESUR","RESIDUOS INDUSTRIALES DEL SUR LTDA","Paillaco",14107,"Los Ríos",NA,NA,NA,NA,NA,"Lodos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5474373,"EDIFICIO ORIGEN","INMOBILIARIA ECUADOR ORIGEN S.A.","76511397-0","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",1264.5,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5474230,"INMOBILIARIA INDEPENDENCIA 560","INMOBILIARIA INDEPENDENCIA 560 S.A.","76283726-9","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",1256,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",317561,"PESQUERA LA PORTADA","PESQUERA LA PORTADA S A","95632000-3","Elaboración y conservación de pescado, crustáceos y moluscos","Producción de harina de pescado","Los Lagos","Industria manufacturera",1253.75,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos no especificados en otra categoría","PLANTA RILESUR","RESIDUOS INDUSTRIALES DEL SUR LTDA","Paillaco",14107,"Los Ríos",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",29220,"SUDMARIS CHILE SA","SUDMARIS CHILE SOCIEDAD ANONIMA","76580360-8","Elaboración y conservación de pescado, crustáceos y moluscos","Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra","Los Lagos","Industria manufacturera",1250,"Vertedero","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Residuos no especificados en otra categoría","VERTEDERO INDUSTRIAL DICHAM","0","Chonchi",10203,"Los Lagos",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
